Experiment,Dist,N,M,Replica,Seed,Algo,Params,Time,Obj,Status,Gap,Nodes
pilot_c_convergence,uniform,100,10,1,2325,IG,"d=6,T=0.1,t=10.0s",10.0,211,HEURISTIC_RPD,7.1065989847715745,47007
pilot_c_convergence,uniform,100,10,1,2325,IG,"d=6,T=0.1,t=30.0s",30.0,211,HEURISTIC_RPD,7.1065989847715745,137292
pilot_c_convergence,uniform,100,10,1,2325,IG,"d=6,T=0.1,t=60.0s",60.0,211,HEURISTIC_RPD,7.1065989847715745,269645
pilot_c_convergence,uniform,100,10,2,2326,IG,"d=6,T=0.1,t=0.1s",0.109375,211,HEURISTIC_RPD,25.595238095238095,482
pilot_c_convergence,uniform,100,10,2,2326,IG,"d=6,T=0.1,t=0.5s",0.5,192,HEURISTIC_RPD,14.285714285714285,2274
pilot_c_convergence,uniform,100,10,2,2326,IG,"d=6,T=0.1,t=1.0s",1.0,184,HEURISTIC_RPD,9.523809523809524,4488
pilot_c_convergence,uniform,100,10,2,2326,IG,"d=6,T=0.1,t=5.0s",5.0,177,HEURISTIC_RPD,5.357142857142857,23194
pilot_c_convergence,uniform,100,10,2,2326,IG,"d=6,T=0.1,t=10.0s",10.0,176,HEURISTIC_RPD,4.761904761904762,45644
pilot_c_convergence,uniform,100,10,2,2326,IG,"d=6,T=0.1,t=30.0s",30.0,176,HEURISTIC_RPD,4.761904761904762,133171
pilot_c_convergence,uniform,100,10,2,2326,IG,"d=6,T=0.1,t=60.0s",60.0,176,HEURISTIC_RPD,4.761904761904762,267787
pilot_c_convergence,uniform,100,10,3,2327,IG,"d=6,T=0.1,t=0.1s",0.109375,220,HEURISTIC_RPD,20.87912087912088,349
pilot_c_convergence,uniform,100,10,3,2327,IG,"d=6,T=0.1,t=0.5s",0.5,211,HEURISTIC_RPD,15.934065934065933,2278
pilot_c_convergence,uniform,100,10,3,2327,IG,"d=6,T=0.1,t=1.0s",1.0,207,HEURISTIC_RPD,13.736263736263737,4533
pilot_c_convergence,uniform,100,10,3,2327,IG,"d=6,T=0.1,t=5.0s",5.0,196,HEURISTIC_RPD,7.6923076923076925,23025
pilot_c_convergence,uniform,100,10,3,2327,IG,"d=6,T=0.1,t=10.0s",10.0,196,HEURISTIC_RPD,7.6923076923076925,46604
pilot_c_convergence,uniform,100,10,3,2327,IG,"d=6,T=0.1,t=30.0s",30.0,193,HEURISTIC_RPD,6.043956043956044,141173
pilot_c_convergence,uniform,100,10,3,2327,IG,"d=6,T=0.1,t=60.0s",60.0,193,HEURISTIC_RPD,6.043956043956044,278844
pilot_c_convergence,uniform,100,10,4,2328,IG,"d=6,T=0.1,t=0.1s",0.109375,216,HEURISTIC_RPD,18.0327868852459,361
pilot_c_convergence,uniform,100,10,4,2328,IG,"d=6,T=0.1,t=0.5s",0.5,210,HEURISTIC_RPD,14.754098360655737,2484
